FirstByte	LastByte	Type	Compressed	Description	Modified
2F77FC	2F7DB0	TASM	Y	(08) Location Tile Assembly L3	2007.06.28
2F7DB1	2F7F69	TASM	Y	(09) Location Tile Assembly L3	2007.06.28
2F7F6A	2F8181	TASM	Y	(0A) Location Tile Assembly L3	2007.06.28
2F8182	2F8244	TASM	Y	(0B) Location Tile Assembly L3	2007.06.28
2F8245	2F83AB	TASM	Y	(0C) Location Tile Assembly L3	2007.06.28
2F83AC	2F88D1	TASM	Y	(0D) Location Tile Assembly L3	2007.06.28
2F88D2	2F8D69	TASM	Y	(0E) Location Tile Assembly L3	2007.06.28
2F8D6A	2F8EE3	TASM	Y	(0F) Location Tile Assembly L3	2007.06.28
2F8EE4	2F913E	TASM	Y	(10) Location Tile Assembly L3	2007.06.28
2F913F	2F92E1	TASM	Y	(11) Location Tile Assembly L3	2007.06.28
2F92E2	2F9534	TASM	Y	(12) Location Tile Assembly L3	2007.06.28
2F9535	2F9FFF	---	N	UNUSED SPACE (2763 bytes)	2007.06.28
2FA000	2FA9A7	GFX	Y	(AB) Location Tiles 01	2007.06.28
2FA9A8	2FB005	GFX	Y	(AC) Location Tiles 06 24 27	2007.06.28
2FB006	2FB285	GFX	Y	(AD) Location Tiles 1C	2007.06.28
2FB286	2FB750	GFX	Y	(AE) Location Tiles 0C	2007.06.28
2FB751	2FC3F8	GFX	Y	(AF) Location Tiles 11	2007.06.28
2FC3F9	2FC5CB	GFX	Y	(B0) Location Tiles 35	2007.06.28
2FC5CC	2FD277	GFX	Y	(B1) Location Tiles 29	2007.06.28
2FD278	2FDF88	GFX	Y	(B2) Location Tiles 1B	2007.06.28
2FDF89	2FFFFF	---	N	UNUSED SPACE (8311 bytes)	2007.06.28
300000	300A51	MAP	Y	(00) Location Map - Empty green field	2007.06.28
300A52	300ABC	MAP	Y	(01) Location Map - Blank map	2007.06.28
300ABD	301266	MAP	Y	(02) Location Map - End of Time	2007.06.28
301267	301562	MAP	Y	(03) Location Map - End of Time Spekkio	2007.06.28
301563	3016E2	MAP	Y	(04) Location Map - Lavos 2nd form	2007.06.28
3016E3	301A2E	MAP	Y	(05) Location Map - Lavos	2007.06.28
301A2F	301CAE	MAP	Y	(06) Location Map - Campfire	2007.06.28
301CAF	302B8F	MAP	Y	(07) Location Map - Heckran Cave	2007.06.28
302B90	3031FB	MAP	Y	(08) Location Map - Heckran Cave	2007.06.28
3031FC	304B7E	MAP	Y	(09) Location Map - Heckran Cave	2007.06.28
304B7F	3054D4	MAP	Y	(0A) Location Map - Ozzie's Fort	2007.06.28
3054D5	30568B	MAP	Y	(0B) Location Map - Guardia Jail outside	2007.06.28
30568C	30693B	MAP	Y	(0C) Location Map - 600 AD/1000 AD Northern Ruins	2007.06.28
30693C	307261	MAP	Y	(0D) Location Map - Denadoro Mts	2007.06.28
307262	3078C0	MAP	Y	(0E) Location Map - Denadoro Mts	2007.06.28
3078C1	307C21	MAP	Y	(0F) Location Map - Denadoro Mts Masamune cave	2007.06.28
307C22	307EEE	MAP	Y	(10) Location Map - Sun Keep	2007.06.28
307EEF	30824F	MAP	Y	(11) Location Map - Land Bridge	2007.06.28
308250	308652	MAP	Y	(12) Location Map - Sky Bridge	2007.06.28
308653	308B77	MAP	Y	(13) Location Map - Blackbird left wing (unused/L12 22)	2007.06.28
308B78	308E2E	MAP	Y	(14) Location Map - Epoch flying	2007.06.28
308E2F	309CC3	MAP	Y	(15) Location Map - Tyrano Lair	2007.06.28
309CC4	30A77F	MAP	Y	(16) Location Map - Tyrano Lair	2007.06.28
30A780	30AC7E	MAP	Y	(17) Location Map - Tyrano Lair	2007.06.28
30AC7F	30B76E	MAP	Y	(18) Location Map - Sand Pit	2007.06.28
30B76F	30C914	MAP	Y	(19) Location Map - Sand Pit	2007.06.28
30C915	30D0E1	MAP	Y	(1A) Location Map - Sun Palace	2007.06.28
30D0E2	30D3E4	MAP	Y	(1B) Location Map - Death Peak summit	2007.06.28
30D3E5	30E698	MAP	Y	(1C) Location Map - Singing Mtn. main caves	2007.06.28
30E699	30EA34	MAP	Y	(1D) Location Map - Zeal Last Village Commons	2007.06.28
30EA35	30EC62	MAP	Y	(1E) Location Map - Lair Ruins	2007.06.28
30EC63	30FA1E	MAP	Y	(1F) Location Map - Kajar	2007.06.28
30FA1F	30FFFF	---	N	UNUSED SPACE (1505 bytes)	2007.06.28
310000	31171F	MAP	Y	(20) Location Map - 1000 AD Truce/Porre/Choras houses	2007.06.28
311720	312BDF	MAP	Y	(21) Location Map - 1000 AD Medina/Porre/Choras houses	2007.06.28
312BE0	313170	MAP	Y	(22) Location Map - 1000 AD Choras houses	2007.06.28
313171	3133C0	MAP	Y	(23) Location Map - Medina portal	2007.06.28
3133C1	313872	MAP	Y	(24) Location Map - Guardia Jail outside	2007.06.28
313873	313BC2	MAP	Y	(25) Location Map - Guardia courtroom	2007.06.28
313BC3	3149DD	MAP	Y	(26) Location Map - 600 AD/1000 AD Guardia Castle main	2007.06.28
3149DE	315AAD	MAP	Y	(27) Location Map - 600 AD/1000 AD Guardia Castle	2007.06.28
315AAE	316903	MAP	Y	(28) Location Map - 600 AD/1000 AD Guardia Castle	2007.06.28
316904	316C04	MAP	Y	(29) Location Map - 1000 AD Guardia Castle	2007.06.28
316C05	317031	MAP	Y	(2A) Location Map - 1000 AD Guardia Castle dining room	2007.06.28
317032	317306	MAP	Y	(2B) Location Map - Millennial Fair telepod exhibit	2007.06.28
317307	317862	MAP	Y	(2C) Location Map - Guardia Jail	2007.06.28
317863	317976	MAP	Y	(2D) Location Map - Guardia Jail	2007.06.28
317977	3184EA	MAP	Y	(2E) Location Map - Guardia Jail	2007.06.28
3184EB	319082	MAP	Y	(2F) Location Map - Guardia Jail	2007.06.28
319083	319240	MAP	Y	(30) Location Map - Guardia Jail outside	2007.06.28
319241	31A5BD	MAP	Y	(31) Location Map - Millennial Fair	2007.06.28
31A5BE	31A84A	MAP	Y	(32) Location Map - Millennial Fair Gato exhibit	2007.06.28
31A84B	31AADF	MAP	Y	(33) Location Map - Millennial Fair prehistoric exhibit	2007.06.28
31AAE0	31BC89	MAP	Y	(34) Location Map - 600 AD/1000 AD Guardia Forest	2007.06.28
31BC8A	31BF63	MAP	Y	(35) Location Map - 1000 AD Guardia Forest dead end	2007.06.28
31BF64	31C436	MAP	Y	(36) Location Map - Lucca's House hallway	2007.06.28
31C437	31CBB6	MAP	Y	(37) Location Map - Lucca's House	2007.06.28
31CBB7	31CDAE	MAP	Y	(38) Location Map - Norstein Bekkler's tent	2007.06.28
31CDAF	31DCBB	MAP	Y	(39) Location Map - Forest Ruins dungeon	2007.06.28
31DCBC	31EC87	MAP	Y	(3A) Location Map - Forest Ruins dungeon	2007.06.28
31EC88	31EF52	MAP	Y	(3B) Location Map - Medina Square	2007.06.28
31EF53	31F62E	MAP	Y	(3C) Location Map - Forest Ruins	2007.06.28
31F62F	31FE03	MAP	Y	(3D) Location Map - Future Leene Square	2007.06.28
31FE04	31FFFF	---	N	UNUSED SPACE (508 bytes)	2007.06.28
320000	3203E9	MAP	Y	(3E) Location Map - Magus Castle outside	2007.06.28
3203EA	32166C	MAP	Y	(3F) Location Map - Magus Castle	2007.06.28
32166D	321DC0	MAP	Y	(40) Location Map - Magus Castle	2007.06.28
321DC1	322633	MAP	Y	(41) Location Map - Magus Castle	2007.06.28
322634	323325	MAP	Y	(42) Location Map - Magus Castle	2007.06.28
323326	323617	MAP	Y	(43) Location Map - Magus Castle giant pit	2007.06.28
323618	323FFC	MAP	Y	(44) Location Map - Magus Castle	2007.06.28
323FFD	32451E	MAP	Y	(45) Location Map - Magus Castle	2007.06.28
32451F	324924	MAP	Y	(46) Location Map - Magus Castle long staircase	2007.06.28
324925	32538B	MAP	Y	(47) Location Map - Truce Canyon	2007.06.28
32538C	3256B7	MAP	Y	(48) Location Map - Truce Canyon portal	2007.06.28
3256B8	326792	MAP	Y	(49) Location Map - Cathedral	2007.06.28
326793	327540	MAP	Y	(4A) Location Map - Cathedral	2007.06.28
327541	327F1D	MAP	Y	(4B) Location Map - Cathedral	2007.06.28
327F1E	329379	MAP	Y	(4C) Location Map - 600 AD Truce/Porre/Dorino/Choras houses	2007.06.28
32937A	329D9D	MAP	Y	(4D) Location Map - 600 AD Truce/Porre/Dorino/Choras houses	2007.06.28
329D9E	32A429	MAP	Y	(4E) Location Map - 600 AD/1000 AD Zenan Bridge	2007.06.28
32A42A	32A660	MAP	Y	(4F) Location Map - Giant's Claw cave (unused/L12 0C)	2007.06.28
32A661	32A862	MAP	Y	(50) Location Map - Magic Cave outside sealed	2007.06.28
32A863	32AF63	MAP	Y	(51) Location Map - Cursed Woods	2007.06.28
32AF64	32B26B	MAP	Y	(52) Location Map - Frog's house	2007.06.28
32B26C	32B9F6	MAP	Y	(53) Location Map - Magic Cave	2007.06.28
32B9F7	32CF27	MAP	Y	(54) Location Map - Denadoro Mts	2007.06.28
32CF28	32F3EB	MAP	Y	(55) Location Map - Denadoro Mts	2007.06.28
32F3EC	32FF48	MAP	Y	(56) Location Map - Denadoro Mts	2007.06.28
32FF49	32FFFF	---	N	UNUSED SPACE (183 bytes)	2007.06.28
330000	331770	MAP	Y	(57) Location Map - Arris Dome	2007.06.28
331771	3326CB	MAP	Y	(58) Location Map - Arris Dome	2007.06.28
3326CC	332CA0	MAP	Y	(59) Location Map - Arris Dome rat chase	2007.06.28
332CA1	3342E7	MAP	Y	(5A) Location Map - Proto Dome/Keeper's Dome	2007.06.28
3342E8	33489C	MAP	Y	(5B) Location Map - Keeper's Dome Epoch	2007.06.28
33489D	334CFB	MAP	Y	(5C) Location Map - Trann Dome/Proto Dome	2007.06.28
334CFC	3350D3	MAP	Y	(5D) Location Map - Arris Dome Guardian	2007.06.28
3350D4	336192	MAP	Y	(5E) Location Map - Factory Ruins	2007.06.28
336193	3370B2	MAP	Y	(5F) Location Map - Factory Ruins	2007.06.28
3370B3	339354	MAP	Y	(60) Location Map - Lab 16/32	2007.06.28
339355	339CA3	MAP	Y	(61) Location Map - Lab 32 middle section	2007.06.28
339CA4	33A72D	MAP	Y	(62) Location Map - Sewer Access B1	2007.06.28
33A72E	33AB75	MAP	Y	(63) Location Map - Sewer Access B2	2007.06.28
33AB76	33AD5F	MAP	Y	(64) Location Map - Sewer Access B3	2007.06.28
33AD60	33CBD3	MAP	Y	(65) Location Map - Death Peak	2007.06.28
33CBD4	33D14A	MAP	Y	(66) Location Map - Death Peak	2007.06.28
33D14B	33D442	MAP	Y	(67) Location Map - Death Peak	2007.06.28
33D443	33D9C6	MAP	Y	(68) Location Map - Death Peak	2007.06.28
33D9C7	33DFC7	MAP	Y	(69) Location Map - Unknown (unused/L3 snow?)	2007.06.28
33DFC8	33F0B5	MAP	Y	(6A) Location Map - Geno Dome	2007.06.28
33F0B6	33FC04	MAP	Y	(6B) Location Map - Geno Dome	2007.06.28
33FC05	33FCD8	MAP	Y	(6C) Location Map - Geno Dome conveyor belt	2007.06.28
33FCD9	33FDBC	MAP	Y	(6D) Location Map - Geno Dome elevator	2007.06.28
33FDBD	33FEEA	MAP	Y	(6E) Location Map - Geno Dome long pathway	2007.06.28
33FEEB	33FFFF	---	N	UNUSED SPACE (277 bytes)	2007.06.28
340000	3402A0	MAP	Y	(6F) Location Map - Mystic Mtn. cliff	2007.06.28
3402A1	340653	MAP	Y	(70) Location Map - Mystic Mtn. field	2007.06.28
340654	340EDC	MAP	Y	(71) Location Map - Mystic Mtn. pathway	2007.06.28
340EDD	34234D	MAP	Y	(72) Location Map - Reptite Lair	2007.06.28
34234E	34330D	MAP	Y	(73) Location Map - Reptite Lair	2007.06.28
34330E	3440A4	MAP	Y	(74) Location Map - Ioka Meeting Site	2007.06.28
3440A5	34457D	MAP	Y	(75) Location Map - Laruba Ruins	2007.06.28
34457E	345238	MAP	Y	(76) Location Map - Tyrano Lair outside	2007.06.28
345239	346113	MAP	Y	(77) Location Map - Tyrano Lair	2007.06.28
346114	34721F	MAP	Y	(78) Location Map - Tyrano Lair	2007.06.28
347220	3474E3	MAP	Y	(79) Location Map - Tyrano Lair	2007.06.28
3474E4	347845	MAP	Y	(7A) Location Map - Tyrano Lair BlackTyrano	2007.06.28
347846	3492C0	MAP	Y	(7B) Location Map - Hunting Range	2007.06.28
3492C1	3495B6	MAP	Y	(7C) Location Map - Forest Maze entrance	2007.06.28
3495B7	34B6D9	MAP	Y	(7D) Location Map - Forest Maze	2007.06.28
34B6DA	34C1C7	MAP	Y	(7E) Location Map - Ioka/Zeal Last Village huts	2007.06.28
34C1C8	34D80F	MAP	Y	(7F) Location Map - Dactyl Nest	2007.06.28
34D810	34DBB9	MAP	Y	(80) Location Map - Dactyl Nest summit	2007.06.28
34DBBA	34EAA2	MAP	Y	(81) Location Map - Singing Mtn. outside first area	2007.06.28
34EAA3	34F080	MAP	Y	(82) Location Map - Singing Mtn. outside second area	2007.06.28
34F081	34FB23	MAP	Y	(83) Location Map - Singing Mtn. lava flows cave	2007.06.28
34FB24	34FEF8	MAP	Y	(84) Location Map - Singing Mtn. final room	2007.06.28
34FEF9	34FFFF	---	N	UNUSED SPACE (263 bytes)	2007.06.28
350000	350423	MAP	Y	(85) Location Map - 12000 BC Cave portal	2007.06.28
350424	35076B	MAP	Y	(86) Location Map - Blackbird over clouds	2007.06.28
35076C	3509F5	MAP	Y	(87) Location Map - Blackbird over water	2007.06.28
3509F6	35156A	MAP	Y	(88) Location Map - Blackbird	2007.06.28
35156B	351FD3	MAP	Y	(89) Location Map - Blackbird	2007.06.28
351FD4	352A59	MAP	Y	(8A) Location Map - Blackbird air ducts	2007.06.28
352A5A	3531FE	MAP	Y	(8B) Location Map - Blackbird left wing	2007.06.28
3531FF	353E21	MAP	Y	(8C) Location Map - Ocean Palace	2007.06.28
353E22	35477D	MAP	Y	(8D) Location Map - Ocean Palace	2007.06.28
35477E	354DB0	MAP	Y	(8E) Location Map - Ocean Palace	2007.06.28
354DB1	355823	MAP	Y	(8F) Location Map - Ocean Palace	2007.06.28
355824	355FCF	MAP	Y	(90) Location Map - Ocean Palace	2007.06.28
355FD0	356400	MAP	Y	(91) Location Map - Ocean Palace empty map	2007.06.28
356401	356807	MAP	Y	(92) Location Map - Ocean Palace entrance	2007.06.28
356808	356A73	MAP	Y	(93) Location Map - Ocean Palace moving elevator	2007.06.28
356A74	356DFF	MAP	Y	(94) Location Map - Ocean Palace elevator	2007.06.28
356E00	357199	MAP	Y	(95) Location Map - Ocean Palace Mammon Machine	2007.06.28
35719A	3574FC	MAP	Y	(96) Location Map - Zeal North Cape	2007.06.28
3574FD	358B8B	MAP	Y	(97) Location Map - Mt. Woe	2007.06.28
358B8C	35A2B1	MAP	Y	(98) Location Map - Mt. Woe	2007.06.28
35A2B2	35A458	MAP	Y	(99) Location Map - Mt. Woe double chain	2007.06.28
35A459	35B29E	MAP	Y	(9A) Location Map - Algetty	2007.06.28
35B29F	35BAAA	MAP	Y	(9B) Location Map - Algetty Beast's Nest 1	2007.06.28
35BAAB	35C229	MAP	Y	(9C) Location Map - Algetty Beast's Nest 2	2007.06.28
35C22A	35CC43	MAP	Y	(9D) Location Map - Zeal caves	2007.06.28
35CC44	35D5E3	MAP	Y	(9E) Location Map - Zeal dungeon	2007.06.28
35D5E4	35E450	MAP	Y	(9F) Location Map - Zeal Palace	2007.06.28
35E451	35E7E3	MAP	Y	(A0) Location Map - Zeal Palace	2007.06.28
35E7E4	35ED06	MAP	Y	"(A1) Location Map - Zeal Palace Mammon Machine, throne room"	2007.06.28
35ED07	35F346	MAP	Y	(A2) Location Map - Enhasa	2007.06.28
35F347	35F769	MAP	Y	(A3) Location Map - Mt. Woe Giga Gaia	2007.06.28
35F67A	35FFFF	---	N	UNUSED SPACE (2438 bytes)	2007.06.28
360000	361BFF	DATA	N	Location Data (14 bytes each)	2007.06.28
361C00	361C07	DATA	N	Location Tile Packets Index - Millennial Fair	2007.06.28
361C08	361C0F	DATA	N	Location Tile Packets Index - Millennial Fair telepod	2007.06.28
361C10	361C17	DATA	N	Location Tile Packets Index - Present house	2007.06.28
361C18	361C1F	DATA	N	Location Tile Packets Index - Present/Middle Ages forest	2007.06.28
361C20	361C27	DATA	N	Location Tile Packets Index - Castle	2007.06.28
361C28	361C2F	DATA	N	Location Tile Packets Index - Middle Ages house	2007.06.28
361C30	361C37	DATA	N	Location Tile Packets Index - Dome	2007.06.28
361C38	361C3F	DATA	N	Location Tile Packets Index - Lab 16/Lab 32	2007.06.28
361C40	361C47	DATA	N	Location Tile Packets Index - Death Peak/Commons	2007.06.28
361C48	361C4F	DATA	N	Location Tile Packets Index - Factory	2007.06.28
361C50	361C57	DATA	N	Location Tile Packets Index - End of Time	2007.06.28
361C58	361C5F	DATA	N	Location Tile Packets Index - Cathedral	2007.06.28
361C60	361C67	DATA	N	Location Tile Packets Index - Cave inside	2007.06.28
361C68	361C6F	DATA	N	Location Tile Packets Index - Bridge/Cape	2007.06.28
361C70	361C77	DATA	N	Location Tile Packets Index - Prehistoric forest	2007.06.28
361C78	361C7F	DATA	N	Location Tile Packets Index - Hut	2007.06.28
361C80	361C87	DATA	N	Location Tile Packets Index - Unused ???	2007.06.28
361C88	361C8F	DATA	N	Location Tile Packets Index - Zeal throne/Mammon Machine	2007.06.28
361C90	361C97	DATA	N	Location Tile Packets Index - Ocean Palace	2007.06.28
361C98	361C9F	DATA	N	Location Tile Packets Index - Algetty/Frog's burrow	2007.06.28
361CA0	361CA7	DATA	N	Location Tile Packets Index - Outside mountain	2007.06.28
361CA8	361CAF	DATA	N	Location Tile Packets Index - Denadoro mountainside	2007.06.28
361CB0	361CB7	DATA	N	Location Tile Packets Index - Mt. Woe	2007.06.28
361CB8	361CBF	DATA	N	Location Tile Packets Index - Black Omen top (unused)	2007.06.28
361CC0	361CC7	DATA	N	Location Tile Packets Index - Ocean Palace Mammon Machine	2007.06.28
361CC8	361CCF	DATA	N	Location Tile Packets Index - Nothing (unused)	2007.06.28
361CD0	361CD7	DATA	N	Location Tile Packets Index - Flying Epoch	2007.06.28
361CD8	361CDF	DATA	N	Location Tile Packets Index - Meeting Site/Laruba Ruins	2007.06.28
361CE0	361CE7	DATA	N	Location Tile Packets Index - Courtroom	2007.06.28
361CE8	361CEF	DATA	N	Location Tile Packets Index - Blackbird sky view	2007.06.28
361CF0	361CF7	DATA	N	Location Tile Packets Index - Magus Castle outside	2007.06.28
361CF8	361CFF	DATA	N	Location Tile Packets Index - Blackbird	2007.06.28
361D00	361D07	DATA	N	Location Tile Packets Index - Guardia Jail walkways	2007.06.28
361D08	361D0F	DATA	N	Location Tile Packets Index - Guardia Jail	2007.06.28
361D10	361D17	DATA	N	Location Tile Packets Index - Blackbird left wing	2007.06.28
361D18	361D1F	DATA	N	Location Tile Packets Index - Magus Castle/Ozzie's Fort	2007.06.28
361D20	361D27	DATA	N	Location Tile Packets Index - Guardia Jail outside ???	2007.06.28
361D28	361D2F	DATA	N	Location Tile Packets Index - Magus Castle tower	2007.06.28
361D30	361D37	DATA	N	Location Tile Packets Index - Lucca's house	2007.06.28
361D38	361D3F	DATA	N	Location Tile Packets Index - Keeper's Dome Epoch	2007.06.28
361D40	361D47	DATA	N	Location Tile Packets Index - Death Peak summit	2007.06.28
361D48	361D4F	DATA	N	Location Tile Packets Index - Tyrano Lair outside	2007.06.28
361D50	361D57	DATA	N	Location Tile Packets Index - Tyrano Lair	2007.06.28
361D58	361D5F	DATA	N	Location Tile Packets Index - Zeal teleporter	2007.06.28
361D60	361D67	DATA	N	Location Tile Packets Index - Lavos	2007.06.28
361D68	361D6F	DATA	N	Location Tile Packets Index - Arris Dome Guardian	2007.06.28
361D70	361D77	DATA	N	Location Tile Packets Index - Lavos 2nd form	2007.06.28
361D78	361D7F	DATA	N	Location Tile Packets Index - Death Peak pathways	2007.06.28
361D80	361D87	DATA	N	Location Tile Packets Index - Mt. Woe summit	2007.06.28
361D88	361D8F	DATA	N	Location Tile Packets Index - Beast's Nest chain pathway	2007.06.28
361D90	361D97	DATA	N	Location Tile Packets Index - Zeal/Kajar/Enhasa	2007.06.28
361D98	361D9F	DATA	N	Location Tile Packets Index - Ocean Palace	2007.06.28
361DA0	361DA7	DATA	N	Location Tile Packets Index - T. Lair/G. Claw? (unused) ???	2007.06.28
361DA8	361DAF	DATA	N	Location Tile Packets Index - Giant's Claw Rust Tyrano	2007.06.28
361DB0	361DB7	DATA	N	Location Tile Packets Index - Nothing (unused)	2007.06.28
361DB8	361DBF	DATA	N	Location Tile Packets Index - Nothing (unused)	2007.06.28
361DC0	361DC7	DATA	N	Location Tile Packets Index - Nothing (unused)	2007.06.28
361DC8	361DCF	DATA	N	Location Tile Packets Index - Nothing (unused)	2007.06.28
361DD0	361DD7	DATA	N	Location Tile Packets Index - Nothing (unused)	2007.06.28
361DD8	361DDF	DATA	N	Location Tile Packets Index - Nothing (unused)	2007.06.28
361DE0	361DE7	DATA	N	Location Tile Packets Index - Nothing (unused)	2007.06.28
361DE8	361DEF	DATA	N	Location Tile Packets Index - Nothing (unused)	2007.06.28
361DF0	361DF7	DATA	N	Location Tile Packets Index - Nothing (unused)	2007.06.28
361DF8	361DFF	DATA	N	Location Tile Packets Index - Nothing (unused)	2007.06.28
361E00	3620FF	PTR	N	"Pointers to Location Maps (164 addresses, first at 300000)"	2007.06.28
362100	3621BF	PTR	N	Pointers to Location Tile Assembly L12 (first at 2D0000)	2007.06.28
3621C0	36221F	PTR	N	Pointers to Location Tile Assembly L3 (first at 2F6A6A)	2007.06.28
362220	3642BF	PTR	N	"Pointers to Location Tiles (199 addresses, first at 252000)"	2007.06.28
3624C0	36665F	PAL	N	"Location Palette Sets (80 sets, $D2 bytes each)"	2007.06.28
366660					2007.06.28
367000	367401	PTR	N	Pointers to Treasure Chest Data	2007.06.28
367402	3676D9	DATA	N	"Treasure Chest Data (4 bytes each, 182 treasure chests)"	2007.06.28
3676DA	371FFF	---	N	UNUSED SPACE (43302 bytes)	2007.06.28
372000	37260F	PTR	N	"Pointers to Location Events (517, last 4 bad, 1 junk byte)"	2007.06.28
372610	37267F	EVENT	Y	(000) Event 090 Denadoro Mts	2007.06.28
372680	3726EF	EVENT	Y	(001) Event 093 Denadoro Mts	2007.06.28
3726F0	37275F	EVENT	Y	(002) Event 094 Denadoro Mts	2007.06.28
372760	3727CF	EVENT	Y	(003) Event 096 Denadoro Mts	2007.06.28
3727D0	372A32	EVENT	Y	(004) Event 0DB Arris Dome Guardian battle	2007.06.28
372A33	372AA2	EVENT	Y	(005) Event 0DC Arris Dome sealed room	2007.06.28
372AA3	372B12	EVENT	Y	(006) Event 0DD Arris Dome rat chase	2007.06.28
372B13	372B82	EVENT	Y	(007) Event 0EC Sewer Access	2007.06.28
372B83	372BF2	EVENT	Y	(008) Event 0ED Sewer Access pathway	2007.06.28
372BF3	372C62	EVENT	Y	(009) Event 0EE Reptite Lair room/out of place	2007.06.28
372C63	372CD2	EVENT	Y	(00A) Event 0EF Sewer Access dead end	2007.06.28
372CD3	372D42	EVENT	Y	(00B) Event 0F0 >Empty Green Field	2007.06.28
372D43	372DB2	EVENT	Y	(00C) Event 0F1 Keeper's Dome	2007.06.28
372DB3	372E22	EVENT	Y	(00D) Event 0F2 Keeper's Dome pathway	2007.06.28
372E23	372E92	EVENT	Y	(00E) Event 0F3 Keeper's Dome Epoch	2007.06.28
372E93	372F02	EVENT	Y	(00F) Event 12A Tyrano Lair outside	2007.06.28
372F03	372F72	EVENT	Y	(010) Event 12C Tyrano Lair Azala's throne room	2007.06.28
372F73	372FE2	EVENT	Y	(011) Event 12D Tyrano Lair BlackTyrano battle	2007.06.28
372FE3	373052	EVENT	Y	(012) Event 12F Tyrano Lair switch rooms	2007.06.28
373053	3730C2	EVENT	Y	(013) Event 130 Tyrano Lair Nizbel	2007.06.28
3730C3	373132	EVENT	Y	(014) Event 131 Tyrano Lair maze room	2007.06.28
373133	3731A2	EVENT	Y	(015) Event 132 >Empty Green Field	2007.06.28
3731A3	373212	EVENT	Y	(016) Event 158 Arris Dome food storage	2007.06.28
373213	373236	JUNK	Y	Overwritten 0DB Arris Dome Guardian battle (36 bytes)	2007.06.28
373237	3732A6	EVENT	Y	(Unk) Event 0DC EMPTY *Arris Dome sealed room	2007.06.28
3732A7	373452	EVENT	Y	(Unk) Event 0DD Arris Dome rat chase	2007.06.28
373453	37394B	EVENT	Y	(Unk) Event 0EC Sewer Access	2007.06.28
37394C	373C54	EVENT	Y	(Unk) Event 0ED Sewer Access pathway	2007.06.28
373C55	373CC4	EVENT	Y	(Unk) Event 0EE EMPTY *Reptite Lair room/out of place	2007.06.28
373CC5	373DE7	EVENT	Y	(Unk) Event 0EF Sewer Access dead end	2007.06.28
373DE8	373E8B	EVENT	Y	(Unk) Event 0F0 >Empty Green Field (Nizbel & Rainbow Shell)	2007.06.28
373E8C	37401A	EVENT	Y	(Unk) Event 0F1 Keeper's Dome	2007.06.28
37401B	374167	EVENT	Y	(Unk) Event 0F2 Keeper's Dome pathway	2007.06.28
374168	374263	EVENT	Y	(Unk) Event 0F3 Keeper's Dome Epoch	2007.06.28
374264	3748AE	EVENT	Y	(Unk) Event 12A Tyrano Lair outside	2007.06.28
3748AF	374A13	EVENT	Y	(Unk) Event 12C Tyrano Lair Azala's throne room	2007.06.28
374A14	374B62	EVENT	Y	(Unk) Event 12D Tyrano Lair BlackTyrano	2007.06.28
374B63	374E6E	EVENT	Y	(Unk) Event 12F Tyrano Lair switch rooms	2007.06.28
374E6D	374F95	EVENT	Y	(Unk) Event 130 Tyrano Lair Nizbel	2007.06.28
374F96	375085	EVENT	Y	(Unk) Event 131 Tyrano Lair maze room	2007.06.28
375086	3750F5	EVENT	Y	(Unk) Event 132 EMPTY *>Empty Green Field	2007.06.28
3750F6	375267	EVENT	Y	(Unk) Event 158 Arris Dome food storage	2007.06.28
375268	3753FD	JUNK	Y	Overwritten 001 Crono's House downstairs (406 bytes)	2007.06.28
3753FE	3757B3	EVENT	Y	(Unk) Event 002 Crono's House upstairs	2007.06.28
3757B4	375B79	EVENT	Y	(Unk) Event 00C 1000 AD Truce Inn	2007.06.28
375B7A	375CD8	EVENT	Y	(Unk) Event 00D 1000 AD Truce Mayor's Manor downstairs	2007.06.28
375CD9	375DF3	EVENT	Y	(Unk) Event 00E 1000 AD Truce Mayor's Manor upstairs	2007.06.28
375DF4	375EA8	EVENT	Y	(Unk) Event 00F 1000 AD Truce Residence 1	2007.06.28
375EA9	375F42	EVENT	Y	(Unk) Event 010 1000 AD Truce Residence 2	2007.06.28
375F43	375FFF	JUNK	Y	Overwritten 011 Truce Market (189 bytes)	2007.06.28
376000	3763F2	EVENT	Y	(017) Event 001 Crono's House downstairs	2007.06.28
3763F3	3767A8	EVENT	Y	(018) Event 002 Crono's House upstairs	2007.06.28
3767A9	376B6E	EVENT	Y	(019) Event 00C 1000 AD Truce Inn	2007.06.28
376B6F	376CCD	EVENT	Y	(01A) Event 00D 1000 AD Truce Mayor's Manor downstairs	2007.06.28
376CCE	376DE8	EVENT	Y	(01B) Event 00E 1000 AD Truce Mayor's Manor upstairs	2007.06.28
376DE9	376E9D	EVENT	Y	(01C) Event 00F 1000 AD Truce Residence 1	2007.06.28
376E9E	376F37	EVENT	Y	(01D) Event 010 1000 AD Truce Residence 2	2007.06.28
376F38	377175	EVENT	Y	(01E) Event 011 1000 AD Truce Market	2007.06.28
377176	377309	EVENT	Y	(01F) Event 012 1000 AD Truce Ticket Office	2007.06.28
37730A	377891	EVENT	Y	(020) Event 070 Truce Canyon main	2007.06.28
377892	377F4B	EVENT	Y	(021) Event 071 Truce Canyon portal	2007.06.28
377F4C	378020	EVENT	Y	(022) Event 072 600 AD Truce Village house	2007.06.28
